,title,date,content
142,실적 선방에도 긴장하는 ‘반·디’…“전례 없는 불확실성”,2020.04.23,"SK하이닉스가 코로나19 사태 우려 속에서도 ‘깜짝 실적’을 기록했다. 정보기술(IT) 업계가 비대면 관련 수요에 대응하기 위해 서버 증설에 나서면서 이익이 늘었다. 다만 코로나19 장기화라는 전례 없는 불확실성을 만난 반도체와 디스플레이 업계는 어두운 시장 전망에 긴장감을 감추지 못하고 있다.SK하이닉스는 23일 올해 1분기 실적 발표를 통해 매출액 7조1989억원, 영업이익 8003억원을 기록했다고 밝혔다. 이는 증권사들의 평균 추정치(매출 6조8680억원, 영업이익 5091억원)를 크게 웃도는 실적이다. 영업이익은 전 분기 대비 239.1% 증가했고, 매출은 4% 늘었다.회사는 서버용 제품 판매 증가와 수율 향상, 원가 절감이 실적을 견인했다고 설명했다. 글로벌 스마트폰 판매량 감소에도 재택근무, 원격 교육, 온라인 쇼핑(전자상거래) 등 비대면 IT 수요가 늘면서 서버용 메모리가 견조한 성장세를 보였다. 차진석 최고재무전문가(CFO)는 컨퍼런스콜에서 “10나노급(1Y) D램 및 96단 낸드플래시 수율 향상과 제조원가 절감 노력으로 모든 제품군의 수익성이 개선됐다”고 말했다. 여기에 환율 상승으로 영업이익이 700억원 가량 불어나는 효과도 봤다.하지만 글로벌 시장 조사업체들은 올해 반도체 시장의 역성장 전망을 내놓고 있다. SK하이닉스도 2분기 이후 반도체 시장 전망에 대해 ‘역대급 불확실성’이 도래했다고 밝혔다. 차 CFO는 “예상치 못했던 코로나19 바이러스의 확산은 글로벌 IT 수요 전반과 공급망에 전례 없는 불확실성을 야기하고 있다. 현재로서는 연간 실적 가이던스(전망치)도 제시하기 어렵다”고 말했다.이미 업계는 일부 국가의 이동제한 조치로 장비 부품업체가 정상적인 조업에 어려움을 겪고 있고, 장비 입고 시기 지연 가능성도 높은 상황인 것으로 전해졌다. 글로벌 스마트폰 판매의 둔화도 악재다. 당초 5G 기반 신제품 출시가 교체 수요를 견인하며 모바일용 D램과 낸드플래시 출하량 증가로 이어질 것이란 기대가 높았다. 올해 하반기부터는 지난해 대비 감소폭이 더 커질 것으로 예상된다. SK하이닉스는 중국 우시, 경기 이천 M16 공장 가동 등 시설 투자 감소 방향을 기존대로 유지하면서 사태 추이에 대응해나갈 계획이다.코로나19로 인한 타격은 디스플레이 시장도 피해 가지 못했다. LG디스플레이는 이날 1분기 실적 발표를 통해 매출 4조7242억원, 영업손실 3619억원을 기록했다고 밝혔다. 이미 디스플레이 업계는 중국 LCD 업체의 저가 공세로 실적 부진에 시달리고 있었다. 여기에 세트업계 위축이 겹치면서 5분기 연속 적자가 현실화했다.더 큰 문제는 코로나19 여파가 2분기 실적부터 본격 반영된다는 점이다. 디스플레이 업계가 생산라인을 구축한 베트남 등의 입국 제한 조치로 팹 가동률 하락과 실적 감소를 일으킬 것으로 보인다. 올해 개최 예정이던 유럽축구선수권 대회(유로 2020), 도쿄 하계올림픽 등 대형스포츠 이벤트가 모두 연기되면서 TV용 대형 디스플레이 수요도 기대할 수 없게 됐다.업계 관계자는 “코로나19 팬데믹으로 사업 환경이 급변하면서 반도체·디스플레이 업계에 지속적으로 타격을 주고 있다”면서 “사태가 장기화할 경우 주요 소재, 부품, 장비 업체까지 여파가 몰아칠 것”이라고 말했다.김성훈 기자 hunhun@kmib.co.kr▶ 네이버에서 국민일보를 구독하세요(클릭)▶ 국민일보 홈페이지 바로가기GoodNews paper ⓒ 국민일보(www.kmib.co.kr), 무단전재 및 재배포금지"
143,인천대 신문방송학과 미디어분야 최우수 학과 선정,2020.04.29,"한국대학교육협의회 발표 산업계관점 대학평가인천대학교 신문방송학과가 한국대학교육협의회가 발표한 ‘2019년 산업계관점 대학평가’에서 미디어분야 최우수 학과로 선정됐다.2019년 산업계관점 대학평가는 신소재(금속·세라믹), 미디어, 식품 등 3개 분야 관련 학과가 설치된 대학 중 참여를 희망한 62개 대학의 88개 학과를 대상으로 실시했다.이번 평가에서 인천대 신문방송학과는 미디어 분야 산업계의 요구도와 중요도를 반영한 교육과정 설계와 교육과정 성과에 있어 최우수(A++) 평가를 받았다.이번 평가는 두산중공업, LG 디스플레이, CJ헬로, 스포츠동아, ㈜풀무원, ㈜농심 등 22개 기업의 임·직원, 대학평가 전문가가 산업계 기반의 교육과정 ‘설계·운영·성과’ 등 3개 영역에 대해 실시했다.대학 교육과정 운영 평가를 위해 참여학과 졸업생과 재학생을 대상으로 설문조사를 실시했으며, 직원의 전문·일반직무역량 평가를 위해 1105개 기업체 부서장을 대상으로 설문조사를 실시한 것이 특징이다.인천대 신문방송학과는 지역 거점 국립대학으로서 학술적, 산업적 특성화를 겸비하기 위해 ‘진로맞춤-실무형 인재양성 RIC(Reflection, Integration, Continuity 프로그램’을 운영하고 있다.특히 인천대 신문방송학과는 2016년부터 약 2년간 교과과정 개편 논의와 작업을 진행해 2018년부터 새로운 교육과정을 운영하고 있다. 신규 교육과정의 핵심은 미디어 분야별로 맞춤형 전문역량을 함양하는 투트랙(Two-Track) 교과과정이다. 입학 후 1학년은 공통과정으로 진행하고 2~4학년은 전략커뮤니케이션과 디지털미디어라는 2개의 전공심화 영역으로 나누어 관련 전문지식과 실무능력을 집중적으로 배양한다. 또한, 최근 4차 산업혁명 시대 미디어 산업의 최신 상황과 변화 동향을 반영해 1인 미디어, 드론저널리즘, 빅데이터 분석 등 관련 교과목을 신설했다.인천=정창교 기자 jcgyo@kmib.co.kr▶ 네이버에서 국민일보를 구독하세요(클릭)▶ 국민일보 홈페이지 바로가기GoodNews paper ⓒ 국민일보(www.kmib.co.kr), 무단전재 및 재배포금지"
144,"숭실대 언론홍보학과, 2019 산업계관점 대학평가 최우수 학과 선정",2020.04.29,"숭실대학교(총장 황준성)는 한국대학교육협의회가 발표한 ‘2019년 산업계관점 대학평가’에서 숭실대 언론홍보학과가 미디어 분야 최우수 학과로 선정됐다고 밝혔다.숭실대 언론홍보학과는 산업계 요구가 반영된 교육과정을 운영하는 특장점이 높게 평가됐다.  ‘전공역량 로드맵’에 근거한 교육 과정을 개발해 수요자(산업계, 학생) 요구와 학과 교과과정 운영상의 틈을 최소화하고자 했다는 점에서 좋은 평가를 받았다.숭실대 언론홍보학과의 전공역량 로드맵은 CNfCRD(Curriculum Networks for Career Route Development) 전략을 채택하여 ▲산업 중심 ▲직무중심 ▲역량중심으로  학생들이 본인의 진로 및 취업 희망 분야에 따라 이수해야 하는 교과목을 쉽게 파악할 수 있게 하였다.‘전공역량 로드맵’은 환경 분석 및 산업체, 재학생 대상 요구분석을 하고, 결과에 따라 학과 인재양성 분야의 직업(군)을 설정하여 그에 따른 교육목표를 수립했다. 그 후, 학과 인재양성유형과 관련된 직무를 정의하고 정의된 직무의 주요 내용을 바탕으로 요구되는 전공역량을 도출, 전공역량과 각 교과목과의 연계성을 한눈에 파악할 수 있도록 맵핑하는 작업을 진행했다. 그 결과를 바탕으로 학생의 진로에 따라 권장하는 단계별 교육과정 로드맵을 작성했다.이번 평가에는 포스코, 두산중공업, LG디스플레이, (주)농심 등 22개 기업의 임직원과 대학평가 전문가가 참여했고, 산업계 기반의 교육과정 설계(평가반영비율 30%)·운영(50%)·성과(20%) 등 3개 영역이 평가됐다.호임수 기획위원▶ 네이버에서 국민일보를 구독하세요(클릭)▶ 국민일보 홈페이지 바로가기GoodNews paper ⓒ 국민일보(www.kmib.co.kr), 무단전재 및 재배포금지"
145,코로나19로 막힌 하늘길 뚫기…정부·재계 힘 모은다,2020.03.29,"신종 코로나바이러스감염증(코로나19)로 경색된 글로벌 경제에 정부와 재계가 한마음으로 위기 극복에 나섰다. 정부는 막힌 하늘길을 뚫고 재계는 국제 협력으로 활기를 모색한다.29일 업계에 따르면 베트남 주재 한국대사관, 코트라(KOTRA), 대한상의 베트남사무소가 함께 국내 중소기업 기술진 탑승 전세기를 베트남에 띄우기 위해 베트남 정부와 협의 중이다. 베트남 정부의 외국인 입국 전면 금지로 국내 중소기업 사업에 차질 발생 가능성이 높아지자 정부가 나선 것이다.베트남은 지난 22일부터 코로나19 확산 방지를 위해 모든 외국인과 자국 해외교포 입국 등을 전면 금지했다. 베트남 하늘길이 완전히 막힌 셈이다. 그러나 지난 24일 베트남 정부는 LG전자, LG디스플레이, LG이노텍 직원 등 약 250명과 삼성디스플레이 소속 엔지니어 360명 등에 대해 예외적으로 입국을 허용했다. 이같은 사례를 참고해 국내 중소기업들의 하늘길을 뚫기 위해 정부가 나섰다.업계 관계자는 “현재 기업을 대상으로 수요를 조사 중인 단계로 중소기업 위주로 진행될 예정”이라며 “정확한 시기와 인원은 미정”이라고 밝혔다.전국경제인연합회(전경련)은 미국상공회의소와 함께 코로나19 위기 극복을 위한 민간 차원의 공조를 유지해야 한다는 내용을 담은 공동합의문을 발표했다.각 기관은 양국 정부에 의약품, 의료기기 등 의료물자의 신속한 유통을 위해 특송업계와 협력할 것을 제안했다. 또 코로나19 확산 방지를 위해 필수 의료물품 수출규제를 자제할 것을 요청했다. 코로나19 사태가 특정 지역에 국한되지 않은 전세계적 위기라는 인식을 공유한 것이다.아울러 항공화물 조종사·승무원 등 필수 항공화물 인력 중 대중과 접촉하지 않는 인력들에 대해 14일간의 격리 의무를 면제해줄 것을 요청했다. 코로나19 사태 이후에 대한 제안도 내놨다. 기업인들의 해외 출장을 고려해 향후 입출국 재개 논의시 실제적 증거자료와 위험도를 기반으로 하자고 제안했다.전경련 관계자는 “수출에 의존하는 한국경제에 있어 원활한 화물공급망 유지는 필수적”이라며 “정부 또한 항공·물류업계 지원 등으로 힘을 실어주기를 바란다”고 당부했다. 전경련은 오는 10월 서울에서 열리는 제32차 한미재계회의 등을 통해 국제 공조를 이어간다는 방침이다.권민지 기자 10000g@kmib.co.kr▶ 네이버에서 국민일보를 구독하세요(클릭)▶ 국민일보 홈페이지 바로가기GoodNews paper ⓒ 국민일보(www.kmib.co.kr), 무단전재 및 재배포금지"
146,혁신인재여 도전하라…‘캠퍼스 특허 유니버시아드’ 개최,2020.04.22,"총 상금 3억여원…수상자에게는 취업기회 상승특허청·한국공학한림원과 한국을 대표하는 기업 및 연구기관이 특허 빅데이터 관련 혁신인재 찾기에 나선다.특허청은 ‘2020 캠퍼스 특허 유니버시아드’를 개최한다고 22일 밝혔다.기존 ‘대학창의발명대회’와 ‘캠퍼스 특허전략 유니버시아드’를 통합해 새로운 이름으로 개최하는 이번 대회는 ‘특허전략’ 부문 외에 ‘발명사업화’ 부문이 신설된다.발명사업화 부문은 기업·연구소가 보유한 특허 기술을 분석, 이를 바탕으로 구체적 사업화 전략을 수립하는 부문이다. 특허전략 부문은 기업·연구소가 제시한 기술주제의 핵심 특허와 R&D; 전략을 도출하는 것을 목표로 한다.참가 기업 및 연구기관은 삼성전자와 현대자동차, 롯데케미칼, LG디스플레이, 한국기계연구원(KIMM), 한국전자통신연구원(ETRI) 등  30곳이다.대회는 기업과 연구기관이 출제한 기술주제에 대해 대학·대학원생이 우수 아이디어를 제시하고, 각 출제기관이 이를 채택해 활용하는 방식으로 진행된다.참여기관들은 미래차와 바이오헬스, 인공지능 등 미래 유망기술과 관련된 42개의 문제를 출제했다.분야별로는 발명사업화 부문 12문제, 특허전략 부문은 30문제다. 학생들은 이중 하나를 선택해 답안을 제출하면 된다. 또 부문별 온·오프라인 교육이 제공돼 답안을 작성할 때 도움을 받을 수 있다.수상자들에게는 총 3억원에 달하는 상금과 함께 대통령상·국무총리상·과학기술정보통신부장관상 등의 포상이 수여된다.수상에 성공할 경우 취업기회 역시 크게 상승한다. 실제로 최근 5년 간 이 대회에서 수상한 졸업예정자의 평균 취업률은 80% 이상인 것으로 알려졌다.이밖에 수상자들이 후원기업에 지원하면 취업 우대를 받을 수 있으며, 수상 이후 ‘차세대 지식재산 리더(YIPL)’ 프로그램을 통해 체계적인 지식재산 교육을 받을 수 있다.한국공학한림원에서 운영하는 수상자 네트워크 프로그램인 YIPL은 CEO 강연, 산업체 방문 및 취업멘토링 등을 제공한다.대회는 개인이나 3명 이내 팀을 구성한 국내 대학(원)생이면 누구나 참여할 수 있다. 참가 신청은 23일부터 6월15일까지 대회 홈페이지에서 가능하다.자세한 사항은 대회 홈페이지 및 대회 사무국인 한국발명진흥회 지식재산인력양성실을 통해 확인하면 된다.박호형 특허청 산업재산정책국장은 “코로나19로 힘든 시기를 겪는 기업들에게 학생들의 창의적 아이디어가 새로운 활력을 불어 넣을 것으로 기대된다”며 “학생들에게는 특허 빅데이터 활용 역량을 키울 수 있는 귀중한 경험이 될 것”이라고 말했다.대전=전희진 기자 heejin@kmib.co.kr▶ 네이버에서 국민일보를 구독하세요(클릭)▶ 국민일보 홈페이지 바로가기GoodNews paper ⓒ 국민일보(www.kmib.co.kr), 무단전재 및 재배포금지"
147,하루 만에 1900선 내준 코스피… 기업 실적 ‘파고’ 넘을 수 있나,2020.04.21,"부진 예상에 전망 밝지만은 않아… 국제유가 급락세도 불안 요인최근 신종 코로나바이러스감염증(코로나19) 확산세 둔화로 반등했던 코스피지수가 하루 만에 1900선을 내줬다. 증시 변동성이 지속되는 가운데 국내 증시가 이번 주부터 줄줄이 예정된 기업 실적 발표의 ‘파고’를 넘어설 수 있을지 주목된다.20일 코스피지수는 전날보다 16.17포인트(0.84%) 내린 1898.36으로 마감했다. 이날 코스피는 1908.34로 출발했지만 장 후반 내림세로 전환됐다. 지난 17일 3% 넘게 오르며 한 달여 만에 1900선을 탈환한 지 하루 만이다. 이날 코스피에선 개인이 9579억원을 순매수했지만 각각 5000억원에 가까운 외국인과 기관의 쌍끌이 순매도를 이겨내지는 못했다. 코스닥은 전 거래일보다 3.03포인트(0.48%) 오른 637.82로 장을 마쳤다.이번 주 상반기 주요 기업 실적 발표가 대거 예고된 만큼 국내 증시 변동 가능성은 남아 있다. SK하이닉스와 현대차, 기아차, 삼성에스디에스, LG디스플레이, 포스코 등 대형주들이 실적 발표를 앞두고 있다.미국 주요 기업의 실적 발표도 이번 주 계속된다. 20일(현지시간) IBM을 시작으로 21일 넷플릭스 등 대형주들이 실적을 내놓는다. 특히 23일에는 아마존과 반도체산업 대표 회사 인텔의 1분기 성적이 나온다.문동열 삼성증권 연구원은 “국내 증시는 지난달 폭락 이후 낙폭을 절반 이상 만회했으나, 향후 기업 실적 부진을 확인하는 과정이 남아 있기 때문에 낙관할 순 없다”고 말했다.코로나19로 인한 다른 실물경제 충격이 온전히 증시에 반영되지 않았다는 점도 변수다. 특히 산유국들의 감산 합의에도 불구하고 지속되고 있는 국제유가 급락세는 불안 요인이다. 이날 아시아 시장에서 5월 인도분 서부텍사스산 원유(WTI) 선물 가격은 장중 약 20% 넘게 폭락하며 배럴당 14.47달러에 거래됐다. 이 가격이 15달러를 밑돌기는 21년 만이다. 유가 하락이 이어지고 있다는 것은 세계 수요가 그만큼 약화됐다는 점을 의미해 경제에 큰 타격이 된다. 국내에서는 ‘사회적 거리두기’ 기간이 연장되면서 ‘고용 쇼크’가 이어질 것이라는 우려가 나온다.그러나 코로나19로 인한 기업 실적 악화 등은 예견된 것인 만큼 주가가 단기간에 하락하지는 않을 것이라는 전망도 있다. 이은택 KB증권 연구원은 “정보기술(IT) 붕괴, 글로벌 금융위기 이후 주가 반등도 대부분 경제 부진이 지속되는 와중에 이뤄졌다”며 “코로나19 재확산 여부가 증시의 핵심 요인이라고 본다”고 설명했다.조민아 기자 minajo@kmib.co.kr▶ 네이버에서 국민일보를 구독하세요(클릭)▶ 국민일보 홈페이지 바로가기GoodNews paper ⓒ 국민일보(www.kmib.co.kr), 무단전재 및 재배포금지"
148,"하루 만에 1900선 내준 코스피, 기업 실적 파고 넘어설 수 있을까",2020.04.20,"20일 코스피 1% 가깝게 내린 1898.36 마감최근 신종 코로나바이러스감염증(코로나19) 확산세 둔화로 반등했던 코스피지수가 하루 만에 1900선을 내줬다. 증시 변동성이 지속되는 가운데 국내 증시가 이번 주부터 줄줄이 예정된 기업 실적 발표의 ‘파고’를 넘어설 수 있을지 주목된다.20일 코스피지수는 전날보다 16.17포인트(0.84%) 내린 1898.36으로 마감했다. 이날 코스피는 1908.34로 출발했지만, 장 후반 내림세로 전환됐다. 지난 17일 3% 넘게 오르며 한달 여만에 1900선을 탈환한 지 하루 만이다. 이날 코스피에선 개인이 9579억원을 순매수하며 증시 하락을 방어했다. 외국인은 이날 다시 순매도로 돌아서 4948억원을 팔아치웠다. 기관도 4850억원 순매도했다. 코스닥은 전 거래일보다 3.03포인트(0.48%) 오른 637.82로 장을 마쳤다.이번 주 상반기 주요 기업 실적 발표가 대거 예고된 만큼 국내 증시 변동 가능성은 남아있다. SK하이닉스와 현대차, 기아차, 삼성에스디에스, LG디스플레이, 포스코 등이 실적 발표를 앞두고 있다. 현대차와 SK하이닉스, 기아차는 최근 한달간 개인투자자 순매수 상위 10개 안에 든 종목이기도 하다.미국 주요 기업의 실적 발표도 이번 주 계속된다. 20일(현지시간) IBM을 시작으로 21일 넷플릭스 등 대형주들이 실적을 내놓는다. 특히 23일에는 아마존과 반도체산업 대표 회사 인텔의 1분기 성적이 나온다.문동열 삼성증권 연구원은 “국내 증시는 지난달 폭락 이후 낙폭을 절반 이상 만회했으나, 향후 기업 실적 부진을 확인하는 과정이 남아있기 때문에 낙관할 순 없다”고 말했다.코로나19로 인한 다른 실물경제 충격이 아직 증시에 반영되지 않았다는 점도 변수다.  국내에서는 ‘사회적 거리두기’ 기간이 연장되면서 ‘고용 쇼크’ 역시 이어질 것이라는 우려가 나온다. 한국은행은 23일 1분기 실질 국내총생산(GDP) 속보치를 발표한다.그러나 코로나19로 인한 기업 실적 악화 등은 예견된 것이었던 만큼 주가가 단기간에 하락하진 않을 것이라는 전망도 있다. 이은택 KB증권 연구원은 “정보기술(IT) 붕괴, 글로벌 금융위기 이후 주가 반등도 대부분 기업 이익전망치가 하향 조정되고 경제 부진이 지속되는 와중에 이뤄졌다”며 “여전히 코로나19 재확산 여부가 증시에 핵심 요인이라고 본다”고 설명했다. 서정훈 삼성증권 연구원도 “선행성이 두드러지는 증시는 최근 경제 불확실성이 경감된 상황을 빠르게 반영하고 있다”고 분석했다.조민아 기자 minajo@kmib.co.kr▶ 네이버에서 국민일보를 구독하세요(클릭)▶ 국민일보 홈페이지 바로가기GoodNews paper ⓒ 국민일보(www.kmib.co.kr), 무단전재 및 재배포금지"
149,5G 생중계·투명 OLED… 신기술 향연장 된 개표방송,2020.04.16,"ICT 기업, 방송사와 협력 통해 투·개표방송서 기술력 드러내이번 21대 국회의원 총선거는 정보통신기술(ICT) 기업들이 방송사와 협력을 통해 기술력을 뽐낸 무대였다. 높은 시청률을 자랑하는 투·개표 방송에서 생생한 현장감을 전달해주는 기술을 새롭게 선보이면서 시청자의 이목을 끌었다는 평가다.KT는 15일 SBS와 4·15 총선 ‘5G 프리미엄’ 생중계를 진행했다. 5G 생중계로 개표상황실 현장에서 개표 현황과 관계자 인터뷰를 생생한 화면으로 전달했다. 이번 생중계는 최초로 5G MNG(Mobile News Gathering) 장비를 이용해 진행됐다. 그동안 방송사에선 생중계를 위해 중계차를 사용하는 위성 기반 장비나 5G LTE 기반 백팩형 MNG 장비를 사용해 왔다.KT는 이번 개표방송에서 5G의 안정적 품질을 유지하기 위해 처음으로 기업전용 ‘프리미엄 품질제어’ 기술을 적용했다고 밝혔다. 데이터 트래픽이 몰리는 상황에서도 네트워크 품질을 보장할 수 있도록 해당 데이터를 우선적으로 처리해 주는 기술이다. 중요 데이터가 유실되지 않아야 하는 방송·의료·생산설비 등 산업 영역에서 활용이 가능하다.SK텔레콤은 MBC와 손잡고 5G 실시간 개표방송에 나섰다. SK텔레콤의 ‘T라이브 캐스터’가 적용된 MBC의 ‘아이백(EYE 100)’을 통해 전국 각지에 파견된 방송용 카메라와 스마트폰에서 보내온 영상을 개표 방송에 다양하게 활용했다. T라이브 캐스터는 스마트폰으로 촬영 중인 풀HD급 영상을 5G·4G 이동통신망을 통해 관제센터로 실시간 전송할 수 있는 기술이다.양사는 다채널 방송을 구현해 시청자들에게 생생한 개표 현장을 느낄 수 있게 하는 것은 물론 기존 고가의 방송장비를 사용하는 것보다 인력과 비용 절감 효과도 누릴 수 있었다는 평가다.MBC 선거 방송에서는 선거구별 주요 영상을 릴레이 형식으로 짤막하게 이어가면서 전국의 실시간 투·개표 상황을 간략히 표현했다. 대학생 명예 리포터들이 각자의 시각으로 현장에서 직접 촬영한 영상을 적극 활용, 국민이 직접 참여하는 선거방송이라는 의미도 더했다. 공중에서 드론이 촬영한 역동적인 영상도 무선 생중계됐다.이날 MBC 선거 방송에선 투명 OLED(유기발광다이오드) 기술이 새롭게 등장했다. LG디스플레이는 MBC 개표 방송 스튜디오에 투명 OLED 패널 6대를 설치해 일반 시청자에게 처음으로 공개했다. 투명 OLED는 화면이 유리같아 전원이 켜져 있을 때도 패널 뒤 사물을 그대로 볼 수 있다. 투명 화면을 통해 재생되는 콘텐츠가 마치 SF 영화를 연상시키면서 차별화된 볼거리를 제공했다는 평가다.김성훈 기자 hunhun@kmib.co.kr▶ 네이버에서 국민일보를 구독하세요(클릭)▶ 국민일보 홈페이지 바로가기GoodNews paper ⓒ 국민일보(www.kmib.co.kr), 무단전재 및 재배포금지"
150,‘신기술 향연장’ 된 개표방송…5G·투명OLED 첫 도입,2020.04.15,"이번 21대 국회의원 총선거는 정보통신기술(ICT) 기업들이 방송사와 협력을 통해 기술력을 뽐낸 무대였다. 높은 시청률을 자랑하는 투·개표방송에서 생생한 현장감을 전달해주는 기술을 새롭게 선보이면서 시청자의 이목을 끌었다는 평가다.KT는 15일 SBS와 4·15 총선 ‘5G 프리미엄’ 생중계를 진행했다. 5G 생중계로 개표상황실 현장에서 개표현황과 관계자 인터뷰를 생생한 화면으로 전달했다. 이번 생중계는 최초로 5G MNG(Mobile News Gathering) 장비를 이용해 진행됐다. 그동안 방송사에선 생중계를 위해 중계차를 사용하는 위성 기반 장비나 5G LTE 기반 백팩형 MNG 장비를 사용해왔다.KT는 이번 개표방송에서 5G의 안정적 품질을 유지하기 위해 처음으로 기업전용 ‘프리미엄 품질제어’ 기술을 적용했다고 밝혔다. 데이터 트래픽이 몰리는 상황에서도 네트워크 품질을 보장할 수 있도록 해당 데이터를 우선적으로 처리해 주는 기술이다. 중요 데이터가 유실되지 않아야 하는 방송·의료·생산설비 등 산업 영역에서 활용이 가능하다.SK텔레콤은 MBC와 손잡고 5G 실시간 개표방송에 나섰다. SK텔레콤의 ‘T라이브 캐스터’가 적용된 MBC의 ‘아이백(EYE 100)’을 통해 전국 각지에 파견된 방송용 카메라와 스마트폰에서 보내온 영상을 개표 방송에 다양하게 활용했다. T라이브 캐스터는 스마트폰으로 촬영 중인 풀HD급 영상을 5G·4G 이동통신망을 통해 관제센터로 실시간 전송할 수 있는 기술이다.양사는 다채널 방송을 구현해 시청자들에게 생생한 개표 현장을 느낄 수 있게 하는 것은 물론 기존 고가의 방송장비를 사용하는 것보다 인력과 비용 절감 효과도 누릴 수 있었다는 평가다.MBC 선거 방송에서는 선거구별 주요 영상을 릴레이 형식으로 짤막하게 이어가면서 전국의 실시간 투·개표상황을 간략히 표현했다. 대학생 명예 리포터들이 각자의 시각으로 현장에서 직접 촬영한 영상을 적극 활용, 국민이 직접 참여하는 선거방송이라는 의미도 더했다. 공중에서 드론이 촬영한 역동적인 영상도 무선 생중계됐다.이날 MBC 선거 방송에서는 투명 OLED(유기발광다이오드) 기술도 새롭게 선보였다. LG디스플레이는 MBC 개표 방송 스튜디오에 투명 OLED 패널 6대를 설치해 일반 시청자에 처음으로 공개했다. 투명 OLED는 화면이 유리같아 전원이 켜져 있을 때도 패널 뒤 사물을 그대로 볼 수 있다. 투명 화면을 통해 재생되는 콘텐츠가 마치 SF 영화를 연상시키면서 차별화된 볼거리를 제공했다는 평가다.LG디스플레이가 생산한 투명 OLED(유기발광다이오드)가 MBC 선거 개표방송 ‘선택2020’ 메인 스튜디오에 설치된 모습. LG디스플레이 제공 김성훈 기자 hunhun@kmib.co.kr▶ 네이버에서 국민일보를 구독하세요(클릭)▶ 국민일보 홈페이지 바로가기GoodNews paper ⓒ 국민일보(www.kmib.co.kr), 무단전재 및 재배포금지"
151,"비엠티, 부산이전 투자…230명 고용창출 효과",2020.04.14,"역외 코스닥 기업 비엠티 본사·생산공장 부산행피팅·밸브 제조기업 비엠티가 본사와 생산공장을 부산으로 이전한다.부산시는 14일 비엠티와 본사 및 생산공장 부산 이전에 관한 투자양해각서(MOU)를 체결했다고 밝혔다. 비엠티는 30여 년의 축적된 기술력을 자랑하는 피팅·밸브 제조기업으로, 코스닥 상장기업이다. 2016년에는 ‘월드클래스 300’에도 선정됐다. 비엠티는 지난해 기준 연 매출 744억원, 영업이익 65억원을 냈다.비엠티가 주력하는 반도체 가스용 초고청정(Ultra High Purity, UHP) 피팅·밸브는 삼성전자, SK하이닉스, LG디스플레이로부터 이미 승인을 받아 공급 중이다. 일본 업체가 선점한 반도체 가스용 초고청정 피팅·밸브 공급 시장 국산화의 선두주자로 나서고 있다.또 지난 1월부터 국제해사기구(IMO)의 환경규제 발효로 전 세계 모든 선박의 황산화물 배출기준이 강화됨에 따라 LNG용 초저온 밸브 수주량 증대도 기대된다. 매년 매출액 대비 평균 5% 이상을 연구개발에 투자해 최근 6년간 국내외에 50여개의 지적재산권을 보유한 결과다.비엠티는 1988년 부산에서 설립한 경풍기계공업사가 그 전신이다. 이번 부산 투자 결정은 신수종사업을 주력으로 하는 우수 기술 기업의 부산 귀환이라는 점에서 의미가 있다고 부산시는 설명했다.비엠티는 기장군 신소재산업단지 4만7933㎡ 부지에 총 395억원을 투자해 기존 양산 본사와 제1공장을 부산으로 확장 이전할 계획이다. 투자가 완료하는 2023년에는 50명 이상 신규 고용을 포함해 총 230여명의 고용 창출이 이뤄질 전망이다.부산=윤일선 기자 news8282@kmib.co.kr▶ 네이버에서 국민일보를 구독하세요(클릭)▶ 국민일보 홈페이지 바로가기GoodNews paper ⓒ 국민일보(www.kmib.co.kr), 무단전재 및 재배포금지"
