,title,date,content
100,단군 이래 최대 재개발 ‘한남3구역’ 현대건설 품으로,2020.06.21,"집합금지명령 어긴 총회는 논란현대건설이 우여곡절 끝에 총사업비 7조원에 달하는 한남3구역 재개발 시공사로 선정됐다. 한남3구역 재개발 조합은 지난해 8월 시공사 선정을 공고했지만 건설사 간 수주 경쟁으로 인한 검찰 수사와 코로나19 확산 여파로 사업이 10개월 넘게 지체됐다. 한남3구역 조합은 이 과정에서 코로나19 확산을 우려한 당국의 집합 금지명령도 무시하고 총회를 강행해 논란이 일고 있다.한남3구역 재개발 조합은 21일 서울 강남구 코엑스에서 시공사 선정 총회를 열었다. 총회에는 3800여명의 조합원 중 2700여명이 참석해 총회 성립을 위한 정족수(과반)를 훌쩍 넘겼다. 투표는 당초 예상대로 현대건설과 대림산업의 2파전으로 진행됐다. 1차 투표에선 현대건설이 1167표로, 1060표를 얻은 대림산업을 가까스로 제치고 1위를 기록했다.  GS건설은 497표로 3위에 그쳤다. 현대건설은 결선투표에서 1409표를 얻어 1258표에 그친 대림산업을 따돌리고 사업을 따냈다.현대건설은 입찰 제안에서 한남3구역 재개발 사업의 단지명으로 ‘한남 디에이치 더 로얄’을 제시했다. 단지 내에는 상업시설로 현대백화점을 입점시키고 세계적인 상업용 부동산 컨설팅 회사인 에비슨영과 협업해 시설을 운영하겠다고 밝혀 조합원들의 호응을 얻었다. 입찰 제안대로라면 한남 디에이치 더 로얄은 주민 이주 후 6개월 이내에 착공하고 착공 후 37개월 후에 준공할 예정이다. 한남3구역 재개발 사업은 공사비 1조7377억원에 총사업비는 7조원에 달해 단군 이래 최대 정비사업이라는 별칭이 늘 따라다녔다. 하지만 사업 진행 과정은 순탄치 않았다. 입찰 과정에서 건설사 간 수주전 과열로 국토교통부와 서울시의 입찰 무효 결정, 검찰 수사까지 이어졌다. 이후 재입찰이 진행됐으나 코로나19 확산으로 총회 진행에 차질을 빚기도 했다. 지난 4일 서울 중구 남산제이그랜하우스에서 열린 1차 합동 설명회도 집합금지 명령이 내려졌지만 강행했다.한남3구역 재개발 조합원들이 21일 서울 강남구 코엑스에서 열린 재개발 사업 시행사 선정 총회장에 들어서고 있다. 윤성호 기자  1일 서울 강남구 코엑스에서 열린 '한남3재정비촉진구역 시공자 선정을 위한 임시총회'에서 조합원들이 입장하고 있다. 한남3구역 재개발은 총 사업비 7조원 규모로 용산구 한남동 일대 39만3815㎡에 지하 6층~지상 22층, 197개동, 5816가구(임대 876가구 포함)와 근린생활시설을 짓는 사업이다.특히 이날 시공사 선정 총회 개최를 앞두고 코로나19 확산세가 더 거세지면서 마지막까지 애를 먹어야 했다. 코엑스 관할 자치구인 강남구가 코로나19 확산을 염려해 집합금지 명령을 내리며 총회 개최에 반대했다. 하지만 조합은 결국 총회를 강행했다. 조합은 참석자 체온을 측정하고 마스크를 쓰고 손소독을 해야 입장할 수 있도록 했다. 총회장 바닥에는 조합원들이 밀집하지 않도록 1m 간격으로 노란 스티커를 붙였다. 하지만 총회 시간이 임박하자 총회 장소에 수백명의 인파가 몰려들어 위태로운 상황을 연출했다.정부와 강남구청은 방역수칙이 지켜지지 않은 것이 확인됐을 경우 조합측에 엄정대응하겠다는 방침이다. 윤태호 보건복지부 중앙사고수습본부 방역총괄반장은 정례브리핑에서 “강남구청에서 지난 17일 조합 측에 집합금지 행정명령을 내렸고, 이에 따라 (방역수칙이) 지켜지지 않은 경우 감염병예방법에 따라 고발할 방침으로 알고 있다”고 말했다.이택현 기자 alley@kmib.co.kr▶ 네이버에서 국민일보를 구독하세요(클릭)▶ 국민일보 홈페이지 바로가기GoodNews paper ⓒ 국민일보(www.kmib.co.kr), 무단전재 및 재배포금지"
101,현대건설 주가 15% 폭등…한남3구역 시공사 선정 영향,2020.06.22,"현대건설 주가가 전 거래일보다 장중 한때 15% 이상 오르는 등 강세를 보이고 있다.전날 한남3재정비촉진구역(한남3구역) 재개발 시공사로 선정된 것이 호재로 작용한 것으로 보인다.현대건설 주식은 22일 오전 10시 기준으로 전 거래일보다 13.36% 오른 주당 3만7750원에 거래되고 있다. 장초반에는 15%까지 오르기도 했다.현대건설은 전날 총 사업비 7조원 규모의 역대 최대 재개발 사업인 한남3구역 시공사로 선정됐다.한남3구역 재개발 사업은 서울 용산구 한남동 686일대에 지하 6층∼지상 22층, 197개 동, 5천816가구(임대 876가구 포함)와 근린생활시설을 조성하는 것이다.2003년 뉴타운 지정 이후 2009년 정비구역 지정, 2012년 조합설립인가, 2017년 서울시 건축심의 통과, 지난해 3월 말 사업시행인가를 받은 데 이어 약 1년 3개월 만에 시공사 선정 절차가 마무리됐다.김준엽 기자 snoopy@kmib.co.kr▶ 네이버에서 국민일보를 구독하세요(클릭)▶ 국민일보 홈페이지 바로가기GoodNews paper ⓒ 국민일보(www.kmib.co.kr), 무단전재 및 재배포금지"
102,[코스피] 현대건설 2020년 1분기(누적) 매출액 4조 589억원 영업이익 1653억원 (연결 기준),2020.04.24,"현대건설은 2020년 1분기까지 (연결 기준) 매출액 4조 589억원, 영업이익 1653억원을 기록했다고 4월 24일 발표했다.분기별 실적의 경우 2020년 1분기 매출액은 4조 589억원으로 작년 4분기 매출액 4조 6315억원 대비 5726억원(-12.4%) 감소했다. 2020년 1분기 영업이익은 1653억원으로 작년 4분기 영업이익 1702억원 대비 49억원 감소했다.한편, 현대건설의 13시 58분 현재주가는 32,950원으로 직전 거래일 대비 1,800원(-5.18%) 하락이며, 거래량은 835,572주이다.공시 전문으로 이동스톡봇 기자※ 이 기사는 국민일보와 엠로보가 개발한 증권뉴스 전용 인공지능 로봇 ‘스톡봇’이 금융감독원 전자공시시스템(DART)과 한국거래소(KRX) 데이터를 토대로 작성한 것입니다. 지속적인 업그레이드를 통해 더욱 풍부하고 정확한 내용을 담아 가겠습니다.▶ 네이버에서 국민일보를 구독하세요(클릭)▶ 국민일보 홈페이지 바로가기GoodNews paper ⓒ 국민일보(www.kmib.co.kr), 무단전재 및 재배포금지"
103,"현대건설, 절감 사업비 16억원 지역주택조합에 돌려준다",2020.03.10,"현대건설이 힐스테이트 녹양역 지역주택조합 사업에서 절감한 사업비를 조합원에게 돌려주기로 했다. 지금까지 지역주택조합 사업은 사업 진행과정에서 비용이 증가해 추가 분담금을 내는 것이 통상적이었다.현대건설은 10일 “이달 말 진행예정인 ‘힐스테이트 녹양역’ 지역주택 조합 해산총회에서 사업비 16억원을 조합원에게 환급할 예정이다”고 밝혔다. 지역주택조합 사업은 재건축, 재개발과 달리 조합원 모집 이후 일정대로 입주까지 완료하는 사업장이 5~10%에 불과하다. 무사히 사업이 진행돼도 사업 과정에서 발생한 토지비, 건축비 등 비용 증가로 분담금이 늘어나는 경우가 많다.힐스테이트 녹양역 지역 주택조합은 사업추진 과정에서의 공사 지연요소를 미리 차단해 리스크를 줄였다. 사업 추진과 동시에 토지 확보 및 인허가를 확정했고, 현대건설을 시공사로 선정한 후 조합원을 모집했다. 현대건설은 2015년 6월 조합원 모집 개시 이후 1년 만에 공사에 착공해 2018년 11월에 입주를 완료했다.지역주택조합 관계자는 “지역 주택조합이 일반적인 분양주택 사업에 비해 토지 확보 지체, 인허가 기간 장기화, 조합원 모집 기간 지연 등으로 인하여 입주 시기 지연 및 분담금 추가로 인한 조합원의 집단민원이 많다”며 “이러한 문제를 해결하고 성공적인 사업장을 만들기 위해 대한민국 대표 건설사 현대건설을 시공사로 정하고 조합원들 만족도를 높여 성공적인 사업장으로 진행할 수 있었다”고 밝혔다.힐스테이트 녹양역은 경기 의정부에 758가구 규모로 들어섰다. 분양 당시 3.3㎡당 800만원대였으나, 현재 시세는 3.3㎡당 1170만원대다. 도시개발 구역 내에 59층 높이 2600여 가구 규모의 스카이59까지 추진 중이어서 경기북부권 최대 미니 신도시로 주목받고 있다.현대건설 관계자는 “작년 도시정비사업 수주 1위의 성공을 바탕으로 수주에서 사업관리까지 최고의 결과물을 위해 노력했다”며 “타 지역 주택조합사업장에도 지속적인 사업비 관리를 통해 좋은 결과물을 만들어낼 것”이라고 밝혔다.이택현 기자 alley@kmib.co.kr▶ 네이버에서 국민일보를 구독하세요(클릭)▶ 국민일보 홈페이지 바로가기GoodNews paper ⓒ 국민일보(www.kmib.co.kr), 무단전재 및 재배포금지"
104,현대건설 3835억원 규모 채무보증 결정,2020.03.10,"현대건설은 스마트송도PFV㈜가 원더풀지엠제사십차㈜ 등으로부터 빌린 3835억원에 대해서 채무보증을 결정했다고 10일 공시했다.채무보증 금액은 자기자본(8조 2919억원) 대비 4.63% 수준이며, 보증 기간은 미정이다.한편, 현대건설은 장 마감 이후 해당 기업공시를 발표했으며 오늘 종가가 32,550원, 거래량은 885,467주로, 직전 거래일 대비 350원(-1.06%) 하락했다.공시 전문으로 이동스톡봇 기자※ 이 기사는 국민일보와 엠로보가 개발한 증권뉴스 전용 인공지능 로봇 ‘스톡봇’이 금융감독원 전자공시시스템(DART)과 한국거래소(KRX) 데이터를 토대로 작성한 것입니다. 지속적인 업그레이드를 통해 더욱 풍부하고 정확한 내용을 담아 가겠습니다.▶ 네이버에서 국민일보를 구독하세요(클릭)▶ 국민일보 홈페이지 바로가기GoodNews paper ⓒ 국민일보(www.kmib.co.kr), 무단전재 및 재배포금지"
105,현대건설 6604억원 규모 채무보증 결정,2020.03.04,"현대건설은 방배5구역 주택재건축정비사업조합이 농협은행㈜ 등으로부터 빌린 6604억원에 대해서 채무보증을 결정했다고 4일 공시했다.채무보증 금액은 자기자본(8조 2919억원) 대비 7.96% 수준이며, 보증 기간은 미정이다.한편, 현대건설은 장 마감 이후 해당 기업공시를 발표했으며 오늘 종가가 35,150원, 거래량은 445,801주로, 직전 거래일 대비 300원(+0.86%) 상승했다.공시 전문으로 이동스톡봇 기자※ 이 기사는 국민일보와 엠로보가 개발한 증권뉴스 전용 인공지능 로봇 ‘스톡봇’이 금융감독원 전자공시시스템(DART)과 한국거래소(KRX) 데이터를 토대로 작성한 것입니다. 지속적인 업그레이드를 통해 더욱 풍부하고 정확한 내용을 담아 가겠습니다.▶ 네이버에서 국민일보를 구독하세요(클릭)▶ 국민일보 홈페이지 바로가기GoodNews paper ⓒ 국민일보(www.kmib.co.kr), 무단전재 및 재배포금지"
106,"현대건설 컨소시엄, 3조3000억 규모 파나마 공사 수주",2020.02.06,"총 연장 25㎞ 메트로 3호선공사… “토목사업 경쟁력 우수성 입증”파나마 최대 규모 인프라 사업을 국내 건설사들이 공동 수주하는 데 성공했다.  현대건설은 현대건설과 포스코건설, 현대엔지니어링 3사 컨소시엄이 총 28억1100만 달러(약 3조3000억원) 규모 파나마 메트로 3호선 공사를 수주했다고 5일 밝혔다. 컨소시엄 지분은 현대건설이 51%(1조7000억원)로 가장 많고, 포스코건설 29%, 현대엔지니어링 20%로 구성돼 있다. 파나마 메트로 3호선 공사는 파나마시티와 수도 서쪽을 연결하는 총 연장 25㎞ 모노레일을 건설하는 공사로 공사기간은 착공일로부터 54개월이다. 오는 2025년쯤 완공 예정이다. 파나마에서 추진된 인프라 건설 사업 중 역대 최대 규모로 파나마 정부는 메트로 3호선 완공 시 파나마시티 서측에 거주하는 주민들의 극심한 교통난을 해결할 수 있을 것으로 기대하고 있다.  현대건설 컨소시엄은 지난해 11월 18일 공개된 입찰평가 결과에서 기술·상업·금융 등 전 부문에서 유수의 글로벌 경쟁사들을 제치고 최고점을 획득, 1위를 차지했다. 이번 사업은 일본국제협력기구(JICA)가 장기 차관을 제공하는 공사로 실질적 공사비 조달을 위해 파나마 정부가 발행한 CNO를 시공사가 매각하는 방식의 금융제안서를 상업 입찰에 포함했다. 현대건설 컨소시엄은 수출입은행, 무역보험공사 및 글로벌 은행단과 긴밀한 협력관계를 구축해 경쟁사보다 유리한 금융안을 제출했고 이번 공사와 유사한 다수의 대형 메트로 공사 수행경험과 높은 기술력 등 실력을 인정받았다.  현대건설 관계자는 “세계 유수 경쟁사들을 제치고 기술, 상업, 금융 전 부문에서 1위를 차지해 토목사업 부문 경쟁력과 우수성을 입증한 사례이며 중남미 시장에서 현대건설의 입지를 더욱 공고히 하는 프로젝트”라고 설명했다. 현대건설은 지난달 카타르 루사일 플라자 타워 PLOT 3, 4(약 1조2000억원 규모)와 싱가포르 풍골 스포츠센터(약 1900억원 규모) 수주하는 등 올 들어 약 3조8000억원의 누적 수주액을 기록, 순조로운 해외사업 실적을 쌓고 있다.정건희 기자 moderato@kmib.co.kr[국민일보 채널 구독하기][취향저격 뉴스는 여기] [의뢰하세요 취재대행소 왱]GoodNews paper ⓒ 국민일보(www.kmib.co.kr), 무단전재 및 재배포금지"
107,"현대건설 컨소시엄, ‘3조3000억원 규모’ 파나마 메트로 3호선 공사 수주",2020.02.05,"국내 3사 손 잡고 파나마 역대 최대 인프라사업 수주로 신사업 개척현대건설 컨소시엄이 현지 최대 규모 인프라 건설사업을 수주하며 파나마 신시장 진출에 나섰다.현대건설은 현대건설과 포스코건설, 현대엔지니어링 3사 컨소시엄이 총 28억1100만 달러(약 3조3000억원) 규모 파나마 메트로 3호선 공사(Line 3 of the Panama Metro)를 수주했다고 5일 밝혔다. 파나마 메트로청이 발주한 해당 공사는 현대건설(51%·약 1조7000억원)과 포스코건설(29%), 현대엔지니어링(20%)이 컨소시엄을 구성해 공동 수주하는데 성공했다.파나마 메트로 3호선 공사는 파나마시티와 수도 서쪽을 연결하는 총 연장 25㎞ 모노레일을 건설하는 공사로 공사기간은 착공일로부터 54개월이다. 파나마에서 추진된 인프라 건설 사업 중 역대 최대 규모로 파나마 정부는 메트로 3호선 완공 시 파나마시티 서측에 거주하는 주민들의 극심한 교통난을 해결할 수 있을 것으로 기대하고 있다.현대건설 컨소시엄은 지난해 11월 18일 공개된 입찰평가 결과에서 기술·상업·금융 등 전 부문에서 유수의 글로벌 경쟁사들을 제치고 최고점을 획득, 1위를 차지했다. 이번 사업은 일본국제협력기구(JICA)가 장기 차관을 제공하는 공사로 실질적 공사비 조달을 위해 파나마정부가 발행한 CNO를 시공사가 매각하는 방식의 금융제안서를 상업 입찰에 포함했다. 현대건설 컨소시엄은 수출입은행, 무역보험공사 및 글로벌 은행단과 긴밀한 협력관계를 구축해 경쟁사보다 유리한 금융안을 제출했고 이번 공사와 유사한 다수의 대형 메트로 공사 수행경험과 높은 기술력 등 실력을 인정받았다.현대건설 관계자는 “세계 유수 경쟁사들을 제치고 기술, 상업, 금융 전 부문에서 1위를 차지해 토목사업 부문 경쟁력과 우수성을 입증한 사례이며 중남미 시장에서 현대건설의 입지를 더욱 공고히 하는 프로젝트”라고 설명했다. 이어 “현대건설은 앞으로도 본원적 경쟁력 제고를 통해 수주, 수행, 수익으로 이어지는 해외부문 선순환 구조 정착에 중점을 두고 글로벌 탑티어 위상을 지속 제고해 나갈 것”이라고 밝혔다.현대건설은 지난 1월 수주한 카타르 루사일 플라자 타워 PLOT 3, 4(약 1조2000억원 규모)와 싱가포르 풍골 스포츠센터(약 1900억원 규모), 알제리 복합화력 발전소(약 6740억원 규모) 수주를 포함해 금년 현재까지 누적 수주고 약 3조8000억원을 달성하며 연초부터 순조로운 해외사업 실적을 쌓는 중이다. 특히 브라질, 콜롬비아 등 중남미 신시장 진출을 위한 교두보를 선점해 나가고 있다.정건희 기자 moderato@kmib.co.kr[국민일보 채널 구독하기][취향저격 뉴스는 여기] [의뢰하세요 취재대행소 왱]GoodNews paper ⓒ 국민일보(www.kmib.co.kr), 무단전재 및 재배포금지"
108,현대건설 현금 배당 결정,2020.02.19,"현대건설은 보통주 1주당 600원, 종류주 1주당 650원을 현금으로 균등 배당한다고 19일 공시했다.이번 배당은 결산배당으로 총배당금은 669억원이다.배당기준일은 2019년 12월 31일이며, 주주총회를 통해서 2020년 3월 19일에 확정할 예정이다.한편, 현대건설의 10시 48분 현재주가는 38,150원으로 직전 거래일 대비 500원(-1.29%) 하락이며, 거래량은 173,102주이다.공시 전문으로 이동스톡봇 기자※ 이 기사는 국민일보와 엠로보가 개발한 증권뉴스 전용 인공지능 로봇 ‘스톡봇’이 금융감독원 전자공시시스템(DART)과 한국거래소(KRX) 데이터를 토대로 작성한 것입니다. 지속적인 업그레이드를 통해 더욱 풍부하고 정확한 내용을 담아 가겠습니다.▶ 네이버에서 국민일보를 구독하세요(클릭)▶ 국민일보 페이스북 팔로우 ▶ TV국민일보 영상뉴스GoodNews paper ⓒ 국민일보(www.kmib.co.kr), 무단전재 및 재배포금지"
109,현대건설 3300억원 규모 채무보증 결정,2020.02.18,"현대건설은 ㈜가산웰스홀딩스가 빅토리아제일차 유한회사로부터 빌린 3300억원에 대해서 채무보증을 결정했다고 18일 공시했다.채무보증 금액은 자기자본(8조 2919억원) 대비 3.98% 수준이며, 보증 기간은 2021년 2월 17일까지다.한편, 현대건설은 장 마감 이후 해당 기업공시를 발표했으며 오늘 종가가 38,650원, 거래량은 292,377주로, 직전 거래일 대비 450원(-1.15%) 하락했다.공시 전문으로 이동스톡봇 기자※ 이 기사는 국민일보와 엠로보가 개발한 증권뉴스 전용 인공지능 로봇 ‘스톡봇’이 금융감독원 전자공시시스템(DART)과 한국거래소(KRX) 데이터를 토대로 작성한 것입니다. 지속적인 업그레이드를 통해 더욱 풍부하고 정확한 내용을 담아 가겠습니다.▶ 네이버에서 국민일보를 구독하세요(클릭)▶ 국민일보 페이스북 팔로우 ▶ TV국민일보 영상뉴스GoodNews paper ⓒ 국민일보(www.kmib.co.kr), 무단전재 및 재배포금지"
110,현대건설 컨소시엄  총 7억3000만 달러 규모   알제리 복합 火電 수주,2020.01.16,"현대건설 컨소시엄(현대건설·현대엔지니어링·포스코인터내셔널)은 14일(현지시간) 북아프라카 알제리 국영 전력청 산하 자회사인 하이엔코에서 발주한 총 7억3000만 달러(약 8500억원) 규모의 ‘우마쉐3 복합화력발전소 공사’를 계약했다고 밝혔다. 발주처인 하이엔코는 2015년 11월 현대건설 컨소시엄이 알제리 전력청과 함께 설립한 합작사로 현대건설 컨소시엄이 49%, 알제리 전력청이 51%의 지분을 보유하고 있다. 알제리 정부가 향후 10년간 총 2만㎿ 용량의 발전설비를 추가 건설할 계획이라고 밝혔다. 이에 따라 합작사는 현대건설 컨소시엄과 함께 이번 프로젝트를 포함해 총 5개 유사 복합화력발전소 프로젝트 건설을 수행할 계획이다.정건희 기자 moderato@kmib.co.kr[국민일보 채널 구독하기][취향저격 뉴스는 여기] [의뢰하세요 취재대행소 왱]GoodNews paper ⓒ 국민일보(www.kmib.co.kr), 무단전재 및 재배포금지"
111,"현대건설, 모든 현장 협력사 근로자에 마스크·세정제 무상 지급",2020.02.12,"신종 코로나 대응현대건설은 전 현장 직원 및 협력사 근로자에게 신종 코로나바이러스 감염증(코로나19) 예방 및 확산 방지를 위한 보건용 마스크(KF94/KF80)와 손세정제 등을 무상 지급한다고 12일 밝혔다.최근 마스크 등 위생관련 물품의 수급 불안정으로 국내 건설 일용직 근로자의 경우 보건위생 물품을 소지하지 못하는 경우가 많았기 때문이다. 위생물품 지급 뿐 아니라 근로자를 위한 예방교육도 적극 실시하고 있다. 코로나19 예방교육은 한국어 뿐 아니라 영어, 중국어 등 다국어로 전달되는데 주요 내용은 마스크 착용, 손 씻기, 기침 예절, 증상 의심 시 조치사항 등이다. 특히 현장 출입 근로자 및 관계자의 체온을 전수 체크하고 발열 등 이상증상이 없는 자에 한해 허용함으로써 전파를 사전차단 하는데 총력을 기울이고 있다.정건희 기자 moderato@kmib.co.kr▶ 네이버에서 국민일보를 구독하세요(클릭)▶ 국민일보 페이스북 팔로우 ▶ TV국민일보 영상뉴스GoodNews paper ⓒ 국민일보(www.kmib.co.kr), 무단전재 및 재배포금지"
112,"현대건설, 한남하이츠 재건축에 ‘한남 디에이치 그라비체’ 제안",2020.01.12,"강북권 최초 프리미엄 ‘디에이치’ 브랜드 적용으로 랜드마크 단지 조성현대건설이 서울 옥수동 한남하이츠 재건축 단지에 ‘한남 디에이치 그라비체’를 제시하며 그간 강남권에 집중했던 프리미엄 브랜드 ‘디에이치(THE H)’를 강북권에서 최초로 적용하겠다고 12일 밝혔다.1982년 준공된 한남하이츠는 강북권 최고 한강 조망에다 강변북로와 3호선 등을 끼고 있는 탁월한 입지조건을 갖추고 있으며 국회의원, 기업인, 연예인 등 정재계 유명인들이 거주하는 부촌으로도 유명하다. 현대건설은 한남하이츠에 자사 최고급 브랜드 적용은 물론 건설 역량을 총동원해 강북권 랜드마크를 조성하겠다는 방침이다. 축복의 땅 ‘그레이스’와 건강한 삶을 의미하는 ‘비바체’의 합성어인 ‘그라비체’에 명품 아파트를 만들겠다는 현대건설의 이 같은 포부가 담겼다.한남 디에이치 그라비체는 지하 6층, 지상 9층~20층 규모 총 10개동 790가구, 근린생활시설 1개동으로 지어질 계획이다. 현대건설 관계자는 “최고급 명품 아파트 설계를 위해 세계적 건축설계그룹사 에스엠디피(SMDP)와 손을 잡았다”고 밝혔다. 에스엠디피(SMDP)는 아크로 서울 포레스트, 도곡동 타워팰리스 3차 등 국내 다수 프리미엄 아파트를 설계해 탁월한 실적을 보인 바 있다.SMDP는 혁신적 설계기법을 적용해 한강조망 세대를 획기적으로 늘린다는 계획이다. 서울시 기준에 맞춰 건물의 방향을 유지하면서도 거실창의 방향을 틀어 한강을 바라보게 함으로서 한강 조망이 불가능했던 88타입 12세대의 위치를 변경하고, 최상층 테라스 평면을 개발하여 한강 조망이 가능한 세대를 265개나 늘렸다.조망과 채광, 환기가 모두 가능한 명품 커뮤니티 설계도 제안됐다. 한강을 바라보며 수영을 즐길 수 있는 인피니티풀과 더불어 워킹 헬스풀, 아쿠아 바이크풀, 바스풀, 실내 골프연습장, 스피닝 시설, 대형 사우나 등 입주민을 위한 최상급 편의공간이 조성될 계획이다.옥수동 한남하이츠 재건축조합은 오는 18일 임시총회를 열고 투표를 통해 시공사 선정을 진행할 예정이다.정건희 기자 moderato@kmib.co.kr[국민일보 채널 구독하기][취향저격 뉴스는 여기] [의뢰하세요 취재대행소 왱]GoodNews paper ⓒ 국민일보(www.kmib.co.kr), 무단전재 및 재배포금지"
113,"현대건설, 이달에만 해외서 총 1조5000억 규모 건축 공사 수주",2020.01.15,"현대건설이 1월에만 중동의 카타르 등에서 총 1조5000억원 규모의 건축 공사를 수주했다고 14일 밝혔다. 현대건설은 이날 카타르 부동산 개발회사가 발주한 6093억원 규모의 루사일 플라자타워 PLOT3(맨 오른쪽) 공사 낙찰통지서(LOA)를 접수했다. 새해 첫 해외 수주 포문을 연 루사일 플라자타워 PLOT4(총 6130억원)까지 합치면 1조2000억원(약 10억6000만 달러) 규모의 대형 낭보다. 현대건설은 2022년 카타르월드컵 결승전 개최 예정인 루사일 지역에 현재 진행 중인 고속도로 건설에 이어 대형 건축물 수주로 지역 내 대표 랜드마크를 조성하며 현지에서 위상을 높이고 있다.정건희 기자[국민일보 채널 구독하기][취향저격 뉴스는 여기] [의뢰하세요 취재대행소 왱]GoodNews paper ⓒ 국민일보(www.kmib.co.kr), 무단전재 및 재배포금지"
114,현대건설 2650억원 규모 채무보증 결정,2020.01.28,"현대건설은 신길9재정비촉진구역 주택재개발정비사업조합이 롯데캐피탈㈜ 등 등으로부터 빌린 2650억원에 대해서 채무보증을 결정했다고 28일 공시했다.채무보증 금액은 자기자본(8조 2919억원) 대비 3.20% 수준이며, 보증 기간은 미정이다.한편, 현대건설의 15시 25분 현재주가는 38,800원으로 직전 거래일 대비 1,850원(-4.55%) 하락이며, 거래량은 585,880주이다.공시 전문으로 이동스톡봇 기자※ 이 기사는 국민일보와 엠로보가 개발한 증권뉴스 전용 인공지능 로봇 ‘스톡봇’이 금융감독원 전자공시시스템(DART)과 한국거래소(KRX) 데이터를 토대로 작성한 것입니다. 지속적인 업그레이드를 통해 더욱 풍부하고 정확한 내용을 담아 가겠습니다.[국민일보 채널 구독하기][취향저격 뉴스는 여기] [의뢰하세요 취재대행소 왱]GoodNews paper ⓒ 국민일보(www.kmib.co.kr), 무단전재 및 재배포금지"
115,"현대건설 ‘건설 is 열정; 현대적인 삶, 건설적인 사람’ 사진전",2020.01.07,"현대건설이 새해를 맞아 회사의 ‘열정’을 주제로 사진전을 개최한다(사진). 지난해 래퍼 키썸과의 협업에 이어 두 번째로 선보이는 아티스트 컬래버레이션으로 공간사진작가 이원석이 함께한다. ‘건설 is 열정; 현대적인 삶, 건설적인 사람’을 주제로 한 이번 사진전은 건설 현장에서 일하는 현대건설인의 뜨거운 열정을 사진이라는 예술작품을 통해 바라봄으로써 건설업에 대한 일반인들의 이해를 높이기 위해 마련됐다. 전시는 오는 13일부터 17일까지 5일간 서울 종로구 계동 현대건설 본사 사옥 1층 로비에서 진행될 예정이다.  이 작가는 “건설 현장에 가보니 모든 것이 그냥 지어지는 게 아니라 ‘사람을 통해 만들어진다’는 생각이 들었다”며 “기계보다는 인간이 더 우선시되는 무언가 휴먼파워가 느껴졌다”고 말했다.정건희 기자 moderato@kmib.co.kr[국민일보 채널 구독하기][취향저격 뉴스는 여기] [의뢰하세요 취재대행소 왱]GoodNews paper ⓒ 국민일보(www.kmib.co.kr), 무단전재 및 재배포금지"
116,"현대건설, ‘건설 is 열정; 현대적인 삶, 건설적인 사람’ 사진전 개최",2020.01.06,"현대건설이 새해를 맞아 회사의 ‘열정’을 주제로 사진전을 개최한다. 지난해 래퍼 키썸과의 협업에 이어 두 번째로 선보이는 아티스트 콜라보레이션으로 공간사진작가 이원석이 함께 한다.‘건설 is 열정; 현대적인 삶, 건설적인 사람’을 주제로 한 이번 사진전은 건설 현장에서 일하는 현대건설인의 뜨거운 열정을 사진이라는 예술작품을 통해 바라봄으로써 건설업에 대한 일반인들의 이해를 높이기 위해 마련됐다. 전시는 오는 13일부터 17일까지 5일간 서울 종로구 계동에 위치한 현대건설 본사 사옥 1층 로비에서 진행될 예정이다.이 작가는 “건설현장에 가보니 모든 것이 그냥 지어지는 게 아니라 ‘사람을 통해 만들어진다’는 생각이 들었다”며 “기계보다는 인간이 더 우선시되는 무언가 휴먼파워가 느껴졌다”고 말했다.정건희 기자 moderato@kmib.co.kr[국민일보 채널 구독하기][취향저격 뉴스는 여기] [의뢰하세요 취재대행소 왱]GoodNews paper ⓒ 국민일보(www.kmib.co.kr), 무단전재 및 재배포금지"
117,[코스피] 현대건설 2019년 매출액 17조 2998억원 영업이익 8821억원 (연결 기준),2020.01.22,"현대건설은 2019년 4분기까지 (연결 기준) 매출액 17조 2998억원, 영업이익 8821억원을 기록했다고 1월 22일 발표했다.분기별 실적의 경우 2019년 4분기 매출액은 4조 6525억원으로 동년 3분기 매출액 4조 878억원 대비 5647억원(13.8%) 증가했다. 2019년 4분기 영업이익은 1926억원으로 동년 3분기 영업이익 2392억원 대비 466억원 감소했다.한편, 현대건설의 13시 43분 현재주가는 41,600원으로 직전 거래일 대비 150원(-0.36%) 하락이며, 거래량은 187,834주이다.공시 전문으로 이동스톡봇 기자※ 이 기사는 국민일보와 엠로보가 개발한 증권뉴스 전용 인공지능 로봇 ‘스톡봇’이 금융감독원 전자공시시스템(DART)과 한국거래소(KRX) 데이터를 토대로 작성한 것입니다. 지속적인 업그레이드를 통해 더욱 풍부하고 정확한 내용을 담아 가겠습니다.[국민일보 채널 구독하기][취향저격 뉴스는 여기] [의뢰하세요 취재대행소 왱]GoodNews paper ⓒ 국민일보(www.kmib.co.kr), 무단전재 및 재배포금지"
